task,subtask,episode,original_start,original_end,cropped_traj_start,cropped_traj_end,path,same_gripper_state,instructions_1,instructions_2,instructions_3
pot_from_right_to_left_stove,default_task,2025_04_09-17_05_52,0,86,9,68,pot_from_right_to_left_stove/default_task/2025_04_09-17_05_52,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-17_07_02,0,94,8,72,pot_from_right_to_left_stove/default_task/2025_04_09-17_07_02,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-17_07_42,0,87,7,76,pot_from_right_to_left_stove/default_task/2025_04_09-17_07_42,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-17_08_19,0,69,7,53,pot_from_right_to_left_stove/default_task/2025_04_09-17_08_19,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-17_09_20,0,85,7,66,pot_from_right_to_left_stove/default_task/2025_04_09-17_09_20,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_11-16_14_49,0,89,10,65,pot_from_right_to_left_stove/default_task/2025_04_11-16_14_49,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_11-16_15_26,0,95,9,76,pot_from_right_to_left_stove/default_task/2025_04_11-16_15_26,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_11-16_16_04,0,87,8,68,pot_from_right_to_left_stove/default_task/2025_04_11-16_16_04,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_11-16_16_40,0,81,12,66,pot_from_right_to_left_stove/default_task/2025_04_11-16_16_40,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,let_go_of_pot_from_stove,2025_04_11-16_36_48,0,68,44,60,pot_from_right_to_left_stove/let_go_of_pot_from_stove/2025_04_11-16_36_48,False,Release the pot onto the left stove burner.,Open the gripper to set the pot down on the left stove.,Let go of the pot gently so it rests securely on the left burner.
pot_from_right_to_left_stove,let_go_of_pot_from_stove,2025_04_11-16_37_20,0,66,43,57,pot_from_right_to_left_stove/let_go_of_pot_from_stove/2025_04_11-16_37_20,False,Release the pot onto the left stove burner.,Open the gripper to set the pot down on the left stove.,Let go of the pot gently so it rests securely on the left burner.
pot_from_right_to_left_stove,let_go_of_pot_from_stove,2025_04_11-16_38_17,0,90,63,74,pot_from_right_to_left_stove/let_go_of_pot_from_stove/2025_04_11-16_38_17,False,Release the pot onto the left stove burner.,Open the gripper to set the pot down on the left stove.,Let go of the pot gently so it rests securely on the left burner.
pot_from_right_to_left_stove,let_go_of_pot_from_stove,2025_04_11-16_38_54,0,76,50,62,pot_from_right_to_left_stove/let_go_of_pot_from_stove/2025_04_11-16_38_54,False,Release the pot onto the left stove burner.,Open the gripper to set the pot down on the left stove.,Let go of the pot gently so it rests securely on the left burner.
pot_from_right_to_left_stove,let_go_of_pot_from_stove,2025_04_11-16_39_27,0,80,54,68,pot_from_right_to_left_stove/let_go_of_pot_from_stove/2025_04_11-16_39_27,False,Release the pot onto the left stove burner.,Open the gripper to set the pot down on the left stove.,Let go of the pot gently so it rests securely on the left burner.
pot_from_right_to_left_stove,let_go_of_pot_from_stove,2025_04_11-16_40_02,0,81,56,67,pot_from_right_to_left_stove/let_go_of_pot_from_stove/2025_04_11-16_40_02,False,Release the pot onto the left stove burner.,Open the gripper to set the pot down on the left stove.,Let go of the pot gently so it rests securely on the left burner.
pot_from_right_to_left_stove,let_go_of_pot_from_stove,2025_04_11-16_40_35,0,85,63,74,pot_from_right_to_left_stove/let_go_of_pot_from_stove/2025_04_11-16_40_35,False,Release the pot onto the left stove burner.,Open the gripper to set the pot down on the left stove.,Let go of the pot gently so it rests securely on the left burner.
pot_from_right_to_left_stove,let_go_of_pot_from_stove,2025_04_11-16_43_11,0,80,56,67,pot_from_right_to_left_stove/let_go_of_pot_from_stove/2025_04_11-16_43_11,False,Release the pot onto the left stove burner.,Open the gripper to set the pot down on the left stove.,Let go of the pot gently so it rests securely on the left burner.
pot_from_right_to_left_stove,let_go_of_pot_from_stove,2025_04_11-16_43_49,0,113,59,71,pot_from_right_to_left_stove/let_go_of_pot_from_stove/2025_04_11-16_43_49,False,Release the pot onto the left stove burner.,Open the gripper to set the pot down on the left stove.,Let go of the pot gently so it rests securely on the left burner.
pot_from_right_to_left_stove,let_go_of_pot_from_stove,2025_04_11-16_44_19,0,72,52,64,pot_from_right_to_left_stove/let_go_of_pot_from_stove/2025_04_11-16_44_19,False,Release the pot onto the left stove burner.,Open the gripper to set the pot down on the left stove.,Let go of the pot gently so it rests securely on the left burner.
pot_from_right_to_left_stove,let_go_of_pot_from_stove,2025_04_11-16_44_44,0,68,48,60,pot_from_right_to_left_stove/let_go_of_pot_from_stove/2025_04_11-16_44_44,False,Release the pot onto the left stove burner.,Open the gripper to set the pot down on the left stove.,Let go of the pot gently so it rests securely on the left burner.
pot_from_right_to_left_stove,let_go_of_pot_from_stove,2025_04_11-16_45_16,0,85,58,73,pot_from_right_to_left_stove/let_go_of_pot_from_stove/2025_04_11-16_45_16,False,Release the pot onto the left stove burner.,Open the gripper to set the pot down on the left stove.,Let go of the pot gently so it rests securely on the left burner.
pot_from_right_to_left_stove,let_go_of_pot_from_stove,2025_04_11-16_45_50,0,83,59,73,pot_from_right_to_left_stove/let_go_of_pot_from_stove/2025_04_11-16_45_50,False,Release the pot onto the left stove burner.,Open the gripper to set the pot down on the left stove.,Let go of the pot gently so it rests securely on the left burner.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_18_14,0,95,46,76,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_18_14,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_18_56,0,125,68,100,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_18_56,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_19_32,0,88,45,65,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_19_32,False,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_20_01,0,82,44,64,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_20_01,False,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_20_58,0,82,41,52,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_20_58,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_21_25,0,77,44,52,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_21_25,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_23_02,0,83,44,58,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_23_02,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_23_38,0,82,44,52,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_23_38,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_24_19,0,80,43,53,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_24_19,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_26_32,0,73,42,49,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_26_32,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_27_06,0,82,45,54,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_27_06,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_28_44,0,96,59,68,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_28_44,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_29_21,0,94,53,65,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_29_21,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_30_00,0,84,44,56,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_30_00,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_30_29,0,85,47,59,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_30_29,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_31_04,0,84,48,58,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_31_04,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_31_44,0,89,46,62,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_31_44,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_32_25,0,87,41,56,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_32_25,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_32_58,0,88,45,60,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_32_58,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_33_50,0,92,48,60,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_33_50,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_right_to_left_stove,move_to_left_stove_from_stove,2025_04_11-16_34_24,0,86,45,57,pot_from_right_to_left_stove/move_to_left_stove_from_stove/2025_04_11-16_34_24,True,Carry the pot across from the right stove to the left stove.,"With the pot in your gripper, move it from the right burner to the left burner.",Transport the pot from the right stove to the left stove.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_36_46,0,58,40,54,pot_from_sink_to_right_stove/align_above_right_stove_from_sink/2025_04_09-16_36_46,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_37_13,0,102,67,93,pot_from_sink_to_right_stove/align_above_right_stove_from_sink/2025_04_09-16_37_13,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,grasp_pot_from_top_left_edge_in_sink,2025_04_09-15_58_53,0,80,0,32,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-15_58_53,False,Grasp the pot from the top-left corner in the sink,Securely grip the pot at the top-left corner within the sink.,Close the gripper around the pot from the top-left corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-15_58_53,0,80,32,39,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-15_58_53,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-15_58_53,0,80,39,54,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-15_58_53,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-15_58_53,0,80,54,65,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-15_58_53,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_top_left_edge_in_sink,2025_04_09-15_59_28,0,80,9,35,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-15_59_28,False,Grasp the pot from the top-left corner in the sink,Securely grip the pot at the top-left corner within the sink.,Close the gripper around the pot from the top-left corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-15_59_28,0,80,35,43,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-15_59_28,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-15_59_28,0,80,43,54,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-15_59_28,False,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-15_59_28,0,80,54,63,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-15_59_28,True,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_top_left_edge_in_sink,2025_04_09-16_00_01,0,78,8,32,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_00_01,False,Grasp the pot from the top-left corner in the sink,Securely grip the pot at the top-left corner within the sink.,Close the gripper around the pot from the top-left corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_00_01,0,78,32,41,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_00_01,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_00_01,0,78,41,55,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_00_01,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_00_01,0,78,55,65,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_00_01,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_top_left_edge_in_sink,2025_04_09-16_00_39,0,88,9,46,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_00_39,False,Grasp the pot from the top-left corner in the sink,Securely grip the pot at the top-left corner within the sink.,Close the gripper around the pot from the top-left corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_00_39,0,88,46,52,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_00_39,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_00_39,0,88,52,64,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_00_39,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_00_39,0,88,64,75,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_00_39,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_top_left_edge_in_sink,2025_04_09-16_01_23,0,81,8,35,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_01_23,False,Grasp the pot from the top-left corner in the sink,Securely grip the pot at the top-left corner within the sink.,Close the gripper around the pot from the top-left corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_01_23,0,81,35,43,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_01_23,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_01_23,0,81,43,55,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_01_23,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_01_23,0,81,55,68,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_01_23,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_bot_left_edge_in_sink,2025_04_09-16_02_02,0,82,9,31,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_02_02,False,Grasp the pot from the bottom-left corner in the sink,Securely grip the pot at the bottom-left corner within the sink.,Close the gripper around the pot from the bottom-left corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_02_02,0,82,31,39,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_02_02,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_02_02,0,82,39,58,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_02_02,False,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_02_02,0,82,58,65,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_02_02,True,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_bot_left_edge_in_sink,2025_04_09-16_02_36,0,86,8,35,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_02_36,False,Grasp the pot from the bottom-left corner in the sink,Securely grip the pot at the bottom-left corner within the sink.,Close the gripper around the pot from the bottom-left corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_02_36,0,86,35,49,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_02_36,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_02_36,0,86,49,61,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_02_36,False,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_02_36,0,86,61,69,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_02_36,True,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_bot_left_edge_in_sink,2025_04_09-16_03_15,0,80,9,37,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_03_15,False,Grasp the pot from the bottom-left corner in the sink,Securely grip the pot at the bottom-left corner within the sink.,Close the gripper around the pot from the bottom-left corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_03_15,0,80,37,43,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_03_15,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_03_15,0,80,43,52,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_03_15,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_03_15,0,80,52,62,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_03_15,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_bot_left_edge_in_sink,2025_04_09-16_03_59,0,86,12,33,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_03_59,False,Grasp the pot from the bottom-left corner in the sink,Securely grip the pot at the bottom-left corner within the sink.,Close the gripper around the pot from the bottom-left corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_03_59,0,86,33,39,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_03_59,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_03_59,0,86,39,56,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_03_59,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_03_59,0,86,56,69,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_03_59,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_bot_left_edge_in_sink,2025_04_09-16_04_38,0,90,11,40,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_04_38,False,Grasp the pot from the bottom-left corner in the sink,Securely grip the pot at the bottom-left corner within the sink.,Close the gripper around the pot from the bottom-left corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_04_38,0,90,40,48,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_04_38,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_04_38,0,90,48,62,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_04_38,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_04_38,0,90,62,72,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_04_38,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_top_right_edge_in_sink,2025_04_09-16_06_48,0,69,8,29,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_06_48,False,Grasp the pot from the top-right corner in the sink,Securely grip the pot at the top-right corner within the sink.,Close the gripper around the pot from the top-right corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_06_48,0,69,29,36,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_06_48,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_06_48,0,69,36,48,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_06_48,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_06_48,0,69,48,58,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_06_48,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_top_right_edge_in_sink,2025_04_09-16_25_49,0,78,6,38,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_25_49,False,Grasp the pot from the top-right corner in the sink,Securely grip the pot at the top-right corner within the sink.,Close the gripper around the pot from the top-right corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_25_49,0,78,38,45,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_25_49,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_25_49,0,78,45,56,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_25_49,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
